# Generated 2020-08-01 by Glenn Larsson (@pro_integritate). Creative Commons Attribution 
2020-07-31, "Mozi", "http://112.27.91.234:36463/Mozi.m", 9a111588a7db15b796421bd13a949cd4, 034c8c51a58be11ca620ce3eb0d43d5a59275d2f, e15e93db3ce3a8a22adb4b18e0e37b93f39c495e4a97008f9b1a9a42e1fac2b0, 1536:pymLLU1F5kHIrIj0D6rhfd+lK3exiTCzxNtI4sZLi6UEbFEBFaW1EH6t6wfPP/Q:2F+ooxalK3exiTOijZLdUEbFlWPP/Q,"423035.bin.TMP", Linux executable (ELF), 95268 bytes, -, -
2020-07-31, "Mozi", "http://116.114.95.190:50411/Mozi.m", 635d926cace851bef7df910d8cb5f647, 543282811f7ec6ab8743f5ab877c040b16ed9a10, bba18438991935a5fb91c8f315d08792c2326b2ce19f2be117f7dab984c47bdf, 3072:6X8JNZXopYyKyI/LvKtL2faYk+djHdiDI0eXaBLTRP4otGP/x:6Xs4pYy6/LKR2SrsTkDI0eXaBBxwP5,"423034.bin.TMP", Linux executable (ELF), 123528 bytes, -, -
2020-07-31, "Mozi", "http://125.125.116.242:35704/Mozi.m", 9a111588a7db15b796421bd13a949cd4, 034c8c51a58be11ca620ce3eb0d43d5a59275d2f, e15e93db3ce3a8a22adb4b18e0e37b93f39c495e4a97008f9b1a9a42e1fac2b0, 1536:pymLLU1F5kHIrIj0D6rhfd+lK3exiTCzxNtI4sZLi6UEbFEBFaW1EH6t6wfPP/Q:2F+ooxalK3exiTOijZLdUEbFlWPP/Q,"423032.bin.TMP", Linux executable (ELF), 95268 bytes, -, -
2020-07-31, "Mozi", "http://149.3.124.31:56214/Mozi.m", 4dde761681684d7edad4e5e1ffdb940b, 2327be693bc11a618c380d7d3abc2382d870d48b, d546509ab6670f9ff31783ed72875dfc0f37fa2b666bd5870eecaaed2ebea4a8, 1536:3aQiZDMyqIlMBZ/R0F4E4kcHiNq98wk9njKZjjLuYo68864sNHFEzv7Ld76divkE:KzDMyqIMBZ/R0ufhBmgZy9yNsNmPtcE,"423037.bin.TMP", Linux executable (ELF), 108808 bytes, -, -
2020-07-31, "Mozi", "http://171.113.40.47:40615/Mozi.m", 9a111588a7db15b796421bd13a949cd4, 034c8c51a58be11ca620ce3eb0d43d5a59275d2f, e15e93db3ce3a8a22adb4b18e0e37b93f39c495e4a97008f9b1a9a42e1fac2b0, 1536:pymLLU1F5kHIrIj0D6rhfd+lK3exiTCzxNtI4sZLi6UEbFEBFaW1EH6t6wfPP/Q:2F+ooxalK3exiTOijZLdUEbFlWPP/Q,"423031.bin.TMP", Linux executable (ELF), 95268 bytes, -, -
2020-07-31, "Mozi", "http://27.41.144.237:43797/Mozi.m", 4dde761681684d7edad4e5e1ffdb940b, 2327be693bc11a618c380d7d3abc2382d870d48b, d546509ab6670f9ff31783ed72875dfc0f37fa2b666bd5870eecaaed2ebea4a8, 1536:3aQiZDMyqIlMBZ/R0F4E4kcHiNq98wk9njKZjjLuYo68864sNHFEzv7Ld76divkE:KzDMyqIMBZ/R0ufhBmgZy9yNsNmPtcE,"423036.bin.TMP", Linux executable (ELF), 108808 bytes, -, -
2020-07-31, "Mozi", "http://27.41.159.16:37398/Mozi.m", 4dde761681684d7edad4e5e1ffdb940b, 2327be693bc11a618c380d7d3abc2382d870d48b, d546509ab6670f9ff31783ed72875dfc0f37fa2b666bd5870eecaaed2ebea4a8, 1536:3aQiZDMyqIlMBZ/R0F4E4kcHiNq98wk9njKZjjLuYo68864sNHFEzv7Ld76divkE:KzDMyqIMBZ/R0ufhBmgZy9yNsNmPtcE,"423033.bin.TMP", Linux executable (ELF), 108808 bytes, -, -
2020-07-31, "Mozi", "http://36.33.132.23:58631/Mozi.m", 4dde761681684d7edad4e5e1ffdb940b, 2327be693bc11a618c380d7d3abc2382d870d48b, d546509ab6670f9ff31783ed72875dfc0f37fa2b666bd5870eecaaed2ebea4a8, 1536:3aQiZDMyqIlMBZ/R0F4E4kcHiNq98wk9njKZjjLuYo68864sNHFEzv7Ld76divkE:KzDMyqIMBZ/R0ufhBmgZy9yNsNmPtcE,"423038.bin.TMP", Linux executable (ELF), 108808 bytes, -, -
2020-08-01, "32-bit arm elf", "http://1.55.16.58:62693/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"422888.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit arm elf", "http://107.206.46.205:29241/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"422561.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit arm elf", "http://121.121.101.234:29641/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"423155.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit arm elf", "http://123.110.182.187:42994/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"422650.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit arm elf", "http://201.1.126.71:30981/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"423205.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit arm elf", "http://207.5.32.6:54650/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"423156.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit arm elf", "http://220.133.30.200:31340/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"423282.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit arm elf", "http://69.75.227.186:52678/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"423271.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit arm elf", "http://75.65.178.7:21540/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"422797.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit arm elf", "http://80.183.16.179:19655/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"423258.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit arm elf", "http://88.249.244.180:10651/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"423142.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit arm elf", "http://92.54.59.73:40679/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"422892.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit arm elf", "http://95.252.1.45:7427/.i", 9b6c3518a91d23ed77504b5416bfb5b3, 0a2d170abbf5031566377b01431e3b82d342630a, a04ac6d98ad989312783d4fe3456c53730b212c79a426fb215708b6c6daa3de3, 1536:87vbq1lGAXSEYQjbChaAU2yU23M51DjZgSQAvcYkFtZTjzBht5:8D+CAXFYQChaAUk5ljnQssL,"423222.bin.TMP", Linux executable (ELF), 80280 bytes, -, -
2020-08-01, "32-bit elf mips", "http://45.156.185.218/skid.mips", 0a441272ff11e7ca0dc762744b7fa224, ab423fddf4fd5348b7ce52cc0a3e3c0b9145dd9c, d3e11711f296bea5ce9fc16008c1cafa730ee8133cc32338a87892a4507527c0, 3072:0VW0fIHznlZx5h50qBkxmkizF9GhsRiAe:0APT3x5h50ZxmkizF9GhsRiAe,"423003.bin.TMP", Linux executable (ELF), 115243 bytes, -, -
2020-08-01, "32-bit elf mips", "http://94.100.28.201/m-i.p-s.GHOUL", 9304e9d456a2fc6b95b010d52079b94b, 98f6654e221ba156bb30ebf14b8f7d18db87fc6a, 2c41a2cfd9364456122d98eaf20b4681200d30e83be71fad50a22d46948c28c0, 1536:P7ju1Tepq+XLYh2rKVneDLNTTeTUdAOXirQYOlAUmkiSFxfC7xbXe:WsQiLNTryOXiNOyUmkiSFxfKxbXe,"422715.bin.TMP", Linux executable (ELF), 117386 bytes, -, -
2020-08-01, "32-bit elf x86-32", "http://104.244.78.107/bins/cutie.x86", a5352483250c8d486b60422f231991e3, bb4b0ff0db204564e9dfba77def54806453690b0, 49018f1c0539704bf52eefed85a16dc8fce6e3a7ae1805a13b761ae896dbebac, 1536:wGrhb1tRGdaYDsRRoUwIKD5WyeD1kg6YuZT/R15gnsw8suvmKWmOY1IkIi:wGr3tgdaYgRRo/IKD5WyeD1kRTp1GnQC,"422978.bin.TMP", Linux executable (ELF), 75344 bytes, -, -
2020-08-01, "32-bit elf x86-32", "http://45.95.168.115/bins/sora.x86", 0dd90f809b8f4985c9f0b5d2586e7502, 4307dcc9b2513a78334d251e2b4d1a6066835947, be0f6aa56166021eb14bf6f015b518891fcf83171f8142170a1ed6c0299b3e24, 1536:mri/OyJZYcJi9Q9isfSjN0rFKBAMkEmKpmhQBrE1f/BhcTcuMQISNBy0yg:y2OkZYcJi9QbfSp0rMaSZpmhQBrE5/ff,"423257.bin.TMP", Linux executable (ELF), 74836 bytes, -, -
2020-08-01, "64-bit elf x86-64", "http://37.49.224.224/x86", dc654d994a63b2261e2bbf31bae3571c, c4605c47a01716310742a7ad785cd45b6cb4699d, d508b21d71a6ced6fd623603ce0bd01a83f0b5e8c9df8836cfe546abcb2def28, 768:Od26i/tseudtOSH/05GU4zZv77Rl9aaGNnra7mHr9LyHnnnnnnnnnnnnnnnn:rdtZubOSf05b8J77RHaaGY7mL9,"423118.bin.TMP", Linux executable (ELF), 42240 bytes, -, -
2020-08-01, "AgentTesla exe Loki", "https://irregnancised.com/ftiloe/KHFOPL.exe", 64e0e1c2221946e23aaae64c35b48944, 1160a35ea2a1d5493d4e4a8ce72523bb1fbf2827, 5562f4b4cad8370a3321331a7192bc2743eeaa5529563e70c9b1f6f31c389197, 24576:nJlh9bDuaIDGNPJ/YfAcsPBMLiUmsWB+eManLW1nXZJf5RQ+MqOFg:nJqbfFY6FY61rf5KtqOFg,"422724.bin.TMP", Windows executable (MZ), 1028138 bytes, rh:6f3d2626bb5f759273b5144c40141ac2, -
2020-08-01, "AgentTesla exe", "http://baolanh.vn/modules/jmsslider/views/img/layers/FriKanya.exe", 9b65bdf577ccfeacc1abb78248f96fc4, 0e2c6bf9dcbfdd7b32e0c8498256ba5f58da6099, 02261d11f15d4b62340ceed9b3ab2e1520ed3206ba85331be8a775426969ba1d, 6144:GHAgbCa8sGQT0RyxUBKogfMKtaw7oDPJ954Us3HjfhJ3Bmj3OBL9qv2ynQsb8os:GHX8kTGEUoogfMKj0DBEUYKcyQsQo,"422908.bin.TMP", Windows executable (MZ), 760320 bytes, nh:fcde1c6e8045423a1aa85fdc1aade280, mh:4c791f1d7b9fe48a8b0f499eb4732668
2020-08-01, "AgentTesla exe", "http://multiplecloudserviceforfileintergrate.duckdns.org/bb/vbc.exe", a09e812fab18b593b1a5f1c05eb83e9c, ae951ba64a108f9ef6f1e288672de04815d215a2, 0df24ed22c633936c784444cf7a5b47970bdadcdd129353d4abdef55e02fa26b, 12288:652qOs/IUDowQU0l6R0LVRQSEAZ7CJIAfnhqNaLohB9I4ZvNYgh7+j:6LH/8Q0ER0BRq5JIQnhqQLi9vV,"423275.bin.TMP", Windows executable (MZ), 790016 bytes, nh:77e9c800677bccf7ddebba9ea1391316, mh:6cd8a850f3459f81d5bca1b582f7d620
2020-08-01, "AgentTesla exe", "https://bozlarenerji.com/wp-content/themes/busify/bbb/oYhEAIrrrubnacp.exe", bd2b5272f01678e8ae7ae8819e9456fc, 6cc9609476da4a0b941eb48c9ed4902c4d89fb07, d2975702f9c3eafc8e8c2f42cdfeaf4252377bf1566e5a572d3f2c94d5008c1f, 12288:AzSTKC1GS+OLS4uuyga/iak5Jwm07MFCOprZI/E98gzNOEoedjWofiyed2:AzSTKC1wBjuyg1ak5J80hy/EKgDDdK,"422567.bin.TMP", Windows executable (MZ), 801280 bytes, nh:3e9b25660431ac3b352efcb7375fba90, mh:f8e05ef477bee63b62adb96c3c9dd4ae
2020-08-01, "ArkeiStealer exe", "http://45.139.236.14/wotsuper1.exe", 29955c34b7a507b95abffc7806b1ac7f, 900b57534f31d035c8fcc1759b15a752b1c35d27, 143545f7caaf80a2086108a0260fe4e2a484b9ee2bc77001d715a696e0cfbfe2, 12288:pANwRo+mv8QD4+0V16gaO4/4+4jSbyJ1qml8JwFYJntA23UGWtqQ:pAT8QE+kRaj9Bml8JwSJ930tqQ,"422741.bin.TMP", Windows executable (MZ), 631321 bytes, nh:e457fbae1dd166a0c89d244ac03f4e93, mh:2e588000e0160d649494743c7170add5
2020-08-01, "AsyncRAT exe", "http://mantis.co.ug/ac.exe", 7a2e8d3fe9752412bf4de2e369d212ee, 02be732190a9828c1900659817f6a3db899fb3a0, d9439aa56b6280ff50bc666ae94cdbfd6d174dda46187dbd0de25e9aeb6edbfb, 6144:xI9jr2xa8x//fBCcWYgUvJaFG76gz0+lvwQ2ExiM3:xI9jr2gy3fguJam6gg+bxiM3,"422762.bin.TMP", Windows executable (MZ), 295424 bytes, nh:563ad9000739ca7bd9263438f2e91cd2, mh:10c83683b96602c9317fe26b8c791bdf
2020-08-01, "AsyncRAT exe", "http://michaeldiamantis.ug/ac.exe", 7a2e8d3fe9752412bf4de2e369d212ee, 02be732190a9828c1900659817f6a3db899fb3a0, d9439aa56b6280ff50bc666ae94cdbfd6d174dda46187dbd0de25e9aeb6edbfb, 6144:xI9jr2xa8x//fBCcWYgUvJaFG76gz0+lvwQ2ExiM3:xI9jr2gy3fguJam6gg+bxiM3,"422763.bin.TMP", Windows executable (MZ), 295424 bytes, nh:563ad9000739ca7bd9263438f2e91cd2, mh:10c83683b96602c9317fe26b8c791bdf
2020-08-01, "bashlite elf gafgyt", "http://104.37.187.23/armv4l", 3efed868f08332efbf6e632b28adb96d, 6141f2fccca67ef065ee1603f406be95c097c33e, 4b55857b13d6fa33ddc38d851271b748185cdb860f1baf7b0ce5588b09aec0e3, 3072:5j/Hx1rJeMXXv0SSsPbstiEiqmP46aQyfPlfKsNb:FHfJe5RsPb8PmP46aQyfPlfKsNb,"422707.bin.TMP", Linux executable (ELF), 129898 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://104.37.187.23/armv5l", 054a1bbc9a242e43799b6845b91a85cc, ab519aff83caa1635339e0fbe26a23081fd06fb5, 88fa70ab00e5155f9df6701d232cf33c9d088bc5734b94caec72079a6df8891c, 3072:fjNdFMb1risfSKfRbIcUPijm7/L7QsvmGfIiNb:xdo1r/9fRb5tm7/L7QsvmGfIiNb,"422709.bin.TMP", Linux executable (ELF), 125008 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://104.37.187.23/armv6l", 6bdbd7154a0e5b852e9245f6f2afef84, b55b4c124f54079f92fc5eb95cd8123e12f915a1, 528f42978b38564732320ee24d9dfef381f3c3b9095ad93b113375e9a466e3f1, 3072:PK8t5NaO3J36TCSOvRwZyqZw2RdhvzkmhxQwoVSUNu:H9aO3JxRwZyqZ3vzkmhxQwoVSUNu,"422705.bin.TMP", Linux executable (ELF), 143019 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://104.37.187.23/i586", 573593764b0e642541559811d1bc970b, fd27006189d5de8619ebebc8245c83a2563dacee, a2f756e213736643d37d36231767861382f6f07a5c7435779776ddbcd69420a7, 3072:Xycz+8SUlMbHofR1GTEh4I0zHMFfmmFVcqq0GnDZT:XybnLmyNIwHMFfmmFVcqq0GnDZT,"422682.bin.TMP", Linux executable (ELF), 100042 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://104.37.187.23/i686", db1902566d3dce7a8c453a06af6c4b04, bffce0965dcb030ab10b772cdf5752184d13d825, 60d91bfbe7a99aa2586da6a8c2ef0d9d956aaa1cc173b2d00bade463a807ab6d, 3072:wWmFUmgujld6Mkxm6AJ+4flHmmFVcqq0GnDZT:wbFv4Lm6AJ+4flHmmFVcqq0GnDZT,"422599.bin.TMP", Linux executable (ELF), 104138 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://104.37.187.23/m68k", adf347adcb870448a1f3081a85e2c020, 3ea9e3bc11c540661b9228361ccfc84cc632f125, 7eb1b9dea25563db7643fb95258e8f8f7069b4cdb0b155cd37f134763edd467b, 3072:z+8BGT/TWUopMyIKmLyVTlAwPJmm/QcuLB1niDNb:zTEfWUopMTyVhBmm/QcuLB1niDNb,"422660.bin.TMP", Linux executable (ELF), 118086 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://104.37.187.23/mips", 8236a06e69b516c0da572f42fe0b5a82, e91e793f1920d11488d4fa3c0a121c4d76aae86d, 0090b98aa098aee183b4ba1a45dcd831bd071c530d66da051721cb97717e4ace, 3072:JW6dc9tS1aRGQdK76t/zCYI5mrThPaLEnvPrNb:c6OG+LC9mrThPaLEnvPrNb,"422637.bin.TMP", Linux executable (ELF), 155428 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://104.37.187.23/mipsel", fd82d7ce6929b594594792051dbbb563, bd6ebb6c6e2dca186c22f56c1272d3f84fee2cdc, d2ad7ff97f998003ebfb8dded463c2a69bc6f10b33692c43a15177002f9873d5, 3072:dyZc9h1jlnLA2PiXYeyCc5VNMVGuo9mrThPaLEnvPrNb:dP7lnLA2PiIeyZ5VWDo9mrThPaLEnvP5,"422595.bin.TMP", Linux executable (ELF), 155476 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://104.37.187.23/powerpc", 1d452456b499f77144de406f359df9f8, 44373829e041923aecabfce33b0936b703530e38, a2dcd7cb29ec78a36c4aae1ff732dcc2a7467603ab8a6f6715079171f96ad34f, 3072:pCJ4rdZHsXsZwwR99Nk5mm/QcuLmHniPNb:pCWrvHwsZwY99Omm/QcuLmHniPNb,"422670.bin.TMP", Linux executable (ELF), 116786 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://104.37.187.23/sh4", 73353d7c9de42ac2a0be917a6a641d99, 2cc216343356927e82a94cd37b01cbbf4e8e555c, 4b6bce495135c0b53e7d7dd01051843e7c9797d58375fd5d13e3699059c267ef, 3072:4D9LSctxXSX4p4JlN3HDGmH1cuEgvniuN/:4D9+ctxv2l3HDGmH1cuEgvniuN/,"422701.bin.TMP", Linux executable (ELF), 112633 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://104.37.187.23/sparc", 591833e46007046422df71f5959440a3, 432a50e5c8e2ee6ef0673f2f692bddfdbcf4ccd0, 0d5b2d41d688a38d042023d1257c9f88052df5f84e08d70d26abfb2aa897d91b, 3072:Ssrp9xV+GZTZepNPhj+e3fSqPKL7ymm/QMurB1nKGNb:oMQplVKamm/QMurB1nKGNb,"422631.bin.TMP", Linux executable (ELF), 129856 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://104.37.187.23/x86", 072c39c15833aa21f848cb073e4bbd11, e01d53a9c0ae1ff4ef426db8019e99e9c92fb7c9, 85f59ee01ce90cf1899beb4b8bafc9bc8b090be55e6b752c12bae52e5cf3cc64, 3072:kiry8/9a2ADJf9wHYqbgFFo8+HeAP+TRCm7FnVqfJXFWbNb:d9a2aLqkrMWsm7FnVqfJXFWbNb,"422640.bin.TMP", Linux executable (ELF), 116503 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://192.81.217.100/Arceus.armv4", 22f93743248f70926e8c78b045192481, 399f83ce0e8335a5fc59aa934f2c28787f2d4b17, ceea4c77f7ad429e7effb2783b5eef88951b9289b384d1db7794e25100583976, 1536:vkAMBHS98I4SOwxQOXscJM3h5Mv5qimVNERkKX/68mqIblmx8h9DXVi+:GBHS9qwmcsy5qikKX/9m7blmx8LDXVi+,"423237.bin.TMP", Linux executable (ELF), 101350 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://192.81.217.100/Arceus.armv5", d22d03bbba105b6c8d7cf459c35a2e0e, 2a30dd4d2d0907a79dddabcfed03251fa69fed1b, d8ccbf983a8949433eefb5726a4ec4cbf609416c27cf8626df77f6299be312ff, 1536:hY0MBnRpYIQ+pgxJxQOPUbm7GRXw7xXiYCkOvvP/JZQmun4UmFqEriXlK+:IBnRpuxJ2bbRoxXiWOvnIm84UmFqyiX3,"423242.bin.TMP", Linux executable (ELF), 94772 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://192.81.217.100/Arceus.armv6", a6db2944fd858b5aa40e9901c6c30da1, e7705954f72e36ec66d273b8578e9cead20bab4b, 98b2eca455b0ac60a6d2cbb8902615fc3dd460a6259f2f8af0f8a05bbd9ba659, 3072:NBIUoQLX3wiSaAP4Fb+Gp9spDSKomWm99DX4i5:3IUoQkiSavb+G0DSKomWm99j4i5,"423234.bin.TMP", Linux executable (ELF), 115702 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://192.81.217.100/Arceus.i586", f3b921b3f951901c74da673570de8514, 42de9150f94cbb5f04f0ec1a7f9cd736c437ec63, c130c199b216eb56503e4e2a2a978bfabd0b4cf23600cbe893f860b86d178029, 1536:Vc1p7i9VJjEDoxNg9As/BDRx9iTPJ8PsQYZd/fY2lSbU1wgSQm3XqhRRMzBf4Dc:Vcn+9VJjEDCg9b/t0TPyEQYDsRQmnqh4,"423213.bin.TMP", Linux executable (ELF), 77393 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://192.81.217.100/Arceus.i686", ce61f72904a193921cec321426ad5139, b7f52f34c28caa70c715eb309657fcb43b94e59d, db3c905396087004f36a84d2dfaf8b26f8d0937866c8a3ec167f265a7d768ff6, 1536:uDZJMYL3PT3VjZWfwclAkklK+XHkdBXbYgWOc3c+3gmbtkZmPXqhRRMzBf4Dc:YJlL3PT3VjZWfwlZK+XHkdB0NZTdtkZo,"423203.bin.TMP", Linux executable (ELF), 77521 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://192.81.217.100/Arceus.m86k", cc0203d4e0d1da14fb5d904932bec160, 8b3920761e0738c6efec3da9cf78bf13e61075d2, 432403f33d3ff3534f98d7ad949c8c14d7b39f8a1e08cdd2231872aef557a178, 1536:vxnhwocdbrMWq/jS8vApwLElWhGo/y+MQ1wz9O2X1JTFkpdjYk3mzVn3hxWMkbfG:5h0dBqrCwLElWhGo/y+MQGz9hkpdjYkK,"423241.bin.TMP", Linux executable (ELF), 95230 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://192.81.217.100/Arceus.mips", a1328e5efeaeeb573604cf2c874e56df, e3d6b5154c4e5096d6bc569913fb1c6077c36709, d5fd452b5071213cf0f83e3dd7ea7280351122a6dd0c91bfa3630be624a0c26a, 1536:S7jR1ToSq+Xh8ZqV82rK+Qtyd0QMqqUm3oWsyuSejijhe9PimWtFGXwcf9H2LZr:y6RqHQXGqJY9yuli1eVimWnGXwc52LZr,"423206.bin.TMP", Linux executable (ELF), 118263 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://192.81.217.100/Arceus.mipsel", 14309e0516ab0670ea1c76dfc7beb34e, 605d85f045662e609772675281fb55286e6de12d, ea5f22401c85487362b396c03d68c20cab9dc3d559beac5b188dbfa0c63e9c88, 1536:Q3eTp2W9x9CvY2ZSs6u7/aDvAuzFF03p2X9BimWtFGXwcf9H2LZr:Q0pIRDaDv5F03AX9BimWnGXwc52LZr,"423198.bin.TMP", Linux executable (ELF), 118359 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://192.81.217.100/Arceus.powerpc", 4197a7799e4d010dd17f69594191a055, 4153c99108c15af9aecef6f52b5258e08346dd37, 94eac401727e9bce2f56dd1e3e1ffa55bee3900bd45a1327ca81d4b159d978cb, 1536:6QksLdyYK5n4faIwRW6dOitkfTCU9NkLjATPRdtVmkn3hxWMXBfVl+:6D85CIwRW+nGl86Vm23hxWwBfVl+,"423245.bin.TMP", Linux executable (ELF), 89640 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://192.81.217.100/Arceus.sh4", ad2dc737b531d44248258a3f236acc3a, 69a8e17c8842e88ef6c4ec0168be96e460ae64a9, b231a7381f3e10d6280fd8971d57dacfec06db59f307746d2848999e44a097bb, 1536:6CYtM6dFAtUAinrKJBKBd6tuX3BCuYLBjgmPn3hxLakZfVS+:ROHAtUAir9BN3BlYSmP3hxLJZfVS+,"423204.bin.TMP", Linux executable (ELF), 83004 bytes, -, -
2020-08-01, "bashlite elf gafgyt", "http://192.81.217.100/Arceus.sparc", 75a548d2d7d1528b6905bee8938d1804, 63dc969f404a6d55ae9fd428ef7c452b3fd544d1, 929410eea9efd5c3ee68c9b574494ef8c711acdcaada18ec7361bbbb115dd9f5, 1536:KW0KtbRdz9LNHQidtrv5vtuqmn3aDKC5X43mkn3xx4Mkbfpu+:KY9BLNHQidpBsqmqE3m23xx4Tbfpu+,"423201.bin.TMP", Linux executable (ELF), 100442 bytes, -, -
